"V1","V2","V3","V4","V5","V6"
"2013-04-14","25","17","Cc!NaaOA","OYITE¢Ggo","D!OU3"
"2013-04-15","28","19","aOA!NaOo","OYITE¢Ggo","D!OU3"
"2013-04-16","30","21","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-04-17","30","25","D!Oe","OYITE¢Ggo","D!OU3"
"2013-04-18","25","22","D!Oe","OYITE¢Ggo","D!OU3"
"2013-04-19","27","20","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-04-20","19","17","D!Oe","OYITE¢Ggo","D!OU3"
"2013-04-21","24","16","D!Oe!NaaOA","OYITE¢Ggo","D!OU3"
"2013-04-22","28","19","aOA!NaOo","OYITE¢Ggo","D!OU3"
"2013-04-23","30","21","Oo","OYITE¢Ggo","D!OU3"
"2013-04-24","25","22","ODOe","OYITE¢Ggo","D!OU3"
"2013-04-25","23","20","D!Oe","OYITE¢Ggo","D!OU3"
"2013-04-26","24","19","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-04-27","27","20","Cc!NaODOe","OYITE¢Ggo","D!OU3"
"2013-04-28","29","21","Cc!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-04-29","30","22","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-04-30","21","19","!OcOe!NaD!Oe","OYITE¢Ggo","D!OU3"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2011-05-01","29","22","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-02","28","21","D!Oe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-03","27","21","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-04","25","20","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-05","26","20","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-06","30","22","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-07","30","22","Oo","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-08","33","22","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-09","33","24","aOA~Oo","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-10","34","24","Cc~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-11","35","25","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-12","31","20","D!Oe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-13","26","21","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-14","25","21","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-15","25","20","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-16","23","20","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-17","23","21","D!Oe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-18","29","21","Oo","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-19","32","23","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-20","30","23","OoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-21","31","23","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-22","32","23","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-23","30","22","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-24","26","21","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-25","26","21","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-26","28","22","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-27","29","20","D!Oe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-28","25","20","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-29","28","20","Cc~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-30","31","22","Cc~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-05-31","33","22","aOA","IT3ODo!PcIo","I¢FF!Pc"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2012-05-01","31","25","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-05-02","27","22","!|oOe","OYITE¢Ggo","D!OU3"
"2012-05-03","25","22","!|oOe","OYITE¢Ggo","D!OU3"
"2012-05-04","25","20","Oo!NaOoOe","OYITE¢Ggo","D!OU3"
"2012-05-05","30","21","aOA","OYITE¢Ggo","D!OU3"
"2012-05-06","29","20","Cc!NaaOA","OYITE¢Ggo","D!OU3"
"2012-05-07","33","23","aOA!NaA!NOoOe","OYITE¢Ggo","D!OU3"
"2012-05-08","32","23","aOA!NaA!NOoOe","OYITE¢Ggo","D!OU3"
"2012-05-09","26","22","D!Oe","OYITE¢Ggo","D!OU3"
"2012-05-10","26","22","ODOe!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-05-11","29","21","aOA","OYITE¢Ggo","D!OU3"
"2012-05-12","30","24","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-05-13","31","23","D!Oe","OYITE¢Ggo","D!OU3"
"2012-05-14","30","24","D!Oe","OYITE¢Ggo","D!OU3"
"2012-05-15","28","24","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-05-16","26","24","!|oOe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-05-17","28","24","OoOe!NaA!NOoOe","OYITE¢Ggo","D!OU3"
"2012-05-18","27","23","A!NOoOe","OYITE¢Ggo","D!OU3"
"2012-05-19","27","25","ODOe!Na!|oOe","OYITE¢Ggo","D!OU3"
"2012-05-20","27","21","aOA","OYITE¢Ggo","D!OU3"
"2012-05-21","26","21","D!Oe!NaOo","OYITE¢Ggo","D!OU3"
"2012-05-22","27","22","Oo","OYITE¢Ggo","D!OU3"
"2012-05-23","31","23","aOA","OYITE¢Ggo","D!OU3"
"2012-05-24","32","23","aOA","OYITE¢Ggo","D!OU3"
"2012-05-25","29","23","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-05-26","29","23","aOA!NaA!NOoOe","OYITE¢Ggo","D!OU3"
"2012-05-27","28","21","A!NOoOe","OYITE¢Ggo","D!OU3"
"2012-05-28","28","24","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-05-29","32","24","aOA!NaA!NOoOe","OYITE¢Ggo","D!OU3"
"2012-05-30","27","25","ODOe","OYITE¢Ggo","D!OU3"
"2012-05-31","28","23","D!Oe","OYITE¢Ggo","D!OU3"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2013-05-01","22","17","D!Oe!NaOo","OYITE¢Ggo","D!OU3"
"2013-05-02","25","18","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-05-03","25","20","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-05-04","24","22","D!Oe","OYITE¢Ggo","D!OU3"
"2013-05-05","27","22","D!Oe","OYITE¢Ggo","D!OU3"
"2013-05-06","27","23","aOA!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-05-07","27","22","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-05-08","29","23","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-05-09","30","24","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-05-10","29","24","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-05-11","26","22","ODOe","OYITE¢Ggo","D!OU3"
"2013-05-12","28","23","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-05-13","30","23","aOA!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-05-14","28","24","D!Oe","OYITE¢Ggo","D!OU3"
"2013-05-15","30","25","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-05-16","30","25","ODOe!Na!|oOe","OYITE¢Ggo","D!OU3"
"2013-05-17","30","25","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-05-18","32","25","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-05-19","31","26","ODOe!Na!OcOe","OYITE¢Ggo","D!OU3"
"2013-05-20","29","24","ODOe!Na!|oOe","OYITE¢Ggo","D!OU3"
"2013-05-21","30","25","!|oOe!Na!OcOe","OYITE¢Ggo","D!OU3"
"2013-05-22","29","25","ODOe!Na!OcOe","OYITE¢Ggo","D!OU3"
"2013-05-23","29","24","D!Oe","OYITE¢Ggo","D!OU3"
"2013-05-24","28","23","aOA","OYITE¢Ggo","D!OU3"
"2013-05-25","29","23","D!Oe","OYITE¢Ggo","D!OU3"
"2013-05-26","31","24","aOA!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-05-27","30","25","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-05-28","30","24","Oo!NaODOe","OYITE¢Ggo","D!OU3"
"2013-05-29","31","24","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-05-30","30","24","Oo!NaaOA","OYITE¢Ggo","D!OU3"
"2013-05-31","33","24","aOA","OYITE¢Ggo","D!OU3"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2011-06-01","28","22","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-02","30","23","D!Oe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-03","30","23","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-04","31","24","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-05","34","26","Cc~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-06","35","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-07","35","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-08","35","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-09","35","25","OoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-10","34","25","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-11","34","25","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-12","33","26","OoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-13","35","26","aOA~OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-14","35","26","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-15","35","26","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-16","35","27","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-17","35","26","A!NOoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-18","35","26","aOA~OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-19","35","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-20","36","26","OoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-21","34","26","D!Oe~ODOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-22","34","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-23","35","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-24","34","25","OoOe~!|oOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-25","30","25","!|oOe~ODOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-26","33","25","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-27","35","26","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-28","34","26","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-29","33","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-06-30","34","26","aOA~A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2012-06-01","28","25","D!Oe","OYITE¢Ggo","D!OU3"
"2012-06-02","27","23","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-06-03","29","24","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-06-04","29","24","Oo","OYITE¢Ggo","D!OU3"
"2012-06-05","30","24","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-06-06","31","25","aOA!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-06-07","32","25","D!Oe","OYITE¢Ggo","D!OU3"
"2012-06-08","32","25","Oo!NaODOe","OYITE¢Ggo","D!OU3"
"2012-06-09","32","25","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-06-10","31","27","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-06-11","29","27","!|oOe!Na!|o!OcOe","OYITE¢Ggo","D!OU3"
"2012-06-12","28","25","D!Oe","OYITE¢Ggo","D!OU3"
"2012-06-13","30","25","D!Oe!Na!OcOe","OYITE¢Ggo","D!OU3"
"2012-06-14","29","25","!|oOe!Na!OcOe","OYITE¢Ggo","D!OU3"
"2012-06-15","29","25","ODOe!Na!|oOe","OYITE¢Ggo","D!OU3"
"2012-06-16","28","26","ODOe!Na!|oOe","OYITE¢Ggo","D!OU3"
"2012-06-17","31","25","ODOe!NaaOA","OYITE¢Ggo","D!OU3"
"2012-06-18","30","25","!|oOe!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-06-19","32","25","ODOe!Na!|oOe","OYITE¢Ggo","D!OU3"
"2012-06-20","31","26","!|oOe!Na!OcOe","OYITE¢Ggo","D!OU3"
"2012-06-21","29","25","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-06-22","31","24","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-06-23","32","25","!|oOe!NaOo","OYITE¢Ggo","D!OU3"
"2012-06-24","31","25","D!Oe","OYITE¢Ggo","D!OU3"
"2012-06-25","31","25","aOA!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-06-26","30","25","ODOe!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-06-27","30","25","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-06-28","32","26","D!Oe","OYITE¢Ggo","D!OU3"
"2012-06-29","31","26","D!Oe","OYITE¢Ggo","D!OU3"
"2012-06-30","31","26","D!Oe","OYITE¢Ggo","D!OU3"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2013-06-01","33","26","aOA!NaCc","OYITE¢Ggo","D!OU3"
"2013-06-02","30","25","D!Oe!Na!|oOe","OYITE¢Ggo","D!OU3"
"2013-06-03","29","25","D!Oe","OYITE¢Ggo","D!OU3"
"2013-06-04","27","25","ODOe!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-06-05","29","24","aOA!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-06-06","30","24","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-06-07","32","26","Oo","OYITE¢Ggo","D!OU3"
"2013-06-08","34","27","Cc!NaaOA","OYITE¢Ggo","D!OU3"
"2013-06-09","31","25","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-06-10","31","26","ODOe!Na!OcOe","OYITE¢Ggo","D!OU3"
"2013-06-11","31","26","ODOe!Na!OcOe","OYITE¢Ggo","D!OU3"
"2013-06-12","31","25","D!Oe","OYITE¢Ggo","D!OU3"
"2013-06-13","31","26","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-06-14","31","26","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-06-15","30","26","D!Oe","OYITE¢Ggo","D!OU3"
"2013-06-16","31","25","D!Oe","OYITE¢Ggo","D!OU3"
"2013-06-17","30","25","Cc!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-06-18","31","26","aOA!NaOo","OYITE¢Ggo","D!OU3"
"2013-06-19","34","26","aOA!NaOo","OYITE¢Ggo","D!OU3"
"2013-06-20","32","27","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-06-21","31","27","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-06-22","31","26","D!Oe","OYITE¢Ggo","D!OU3"
"2013-06-23","31","26","ODOe!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-06-24","31","26","D!Oe","OYITE¢Ggo","D!OU3"
"2013-06-25","33","28","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2013-06-26","35","27","aOA","OYITE¢Ggo","D!OU3"
"2013-06-27","35","27","Cc!NaaOA","OYITE¢Ggo","D!OU3"
"2013-06-28","33","26","Cc!NaOo","OYITE¢Ggo","D!OU3"
"2013-06-29","33","27","aOA!NaOo","OYITE¢Ggo","D!OU3"
"2013-06-30","33","27","Cc!NaD!Oe","OYITE¢Ggo","D!OU3"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2011-07-01","35","26","Cc","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-02","34","27","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-03","34","27","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-04","35","27","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-05","35","27","Cc","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-06","36","27","Cc","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-07","35","27","aOA~A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-08","34","27","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-09","35","25","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-10","32","25","D!Oe~!|oOe","!O!O!Pc~AI!Pc","5-6"
"2011-07-11","34","25","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-12","34","25","ODOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-13","34","25","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-14","34","25","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-15","33","25","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-16","33","25","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-17","33","25","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-18","33","25","D!Oe~!|oOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-19","33","25","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-20","32","25","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-21","35","25","aOA~OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-22","35","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-23","36","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-24","36","26","Cc","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-25","35","26","A!NOoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-26","35","27","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-27","36","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-28","36","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-29","35","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-30","34","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-07-31","34","27","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2012-07-01","31","26","D!Oe!NaOo","OYITE¢Ggo","D!OU3"
"2012-07-02","31","26","Oo!NaaOA","OYITE¢Ggo","D!OU3"
"2012-07-03","35","27","aOA","OYITE¢Ggo","D!OU3"
"2012-07-04","31","26","Cc!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-07-05","35","27","A!NOoOe!NaaOA","OYITE¢Ggo","D!OU3"
"2012-07-06","35","27","aOA!NaA!NOoOe","OYITE¢Ggo","D!OU3"
"2012-07-07","30","25","D!Oe","OYITE¢Ggo","D!OU3"
"2012-07-08","33","26","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-07-09","36","27","aOA","OYITE¢Ggo","D!OU3"
"2012-07-10","34","26","Oo","OYITE¢Ggo","D!OU3"
"2012-07-11","37","27","Cc!NaaOA","OYITE¢Ggo","D!OU3"
"2012-07-12","33","26","aOA!NaOo","OYITE¢Ggo","D!OU3"
"2012-07-13","33","25","Oo","OYITE¢Ggo","D!OU3"
"2012-07-14","33","26","Oo!NaaOA","OYITE¢Ggo","D!OU3"
"2012-07-15","33","25","Oo!NaaOA","OYITE¢Ggo","D!OU3"
"2012-07-16","36","27","aOA","OYITE¢Ggo","D!OU3"
"2012-07-17","31","26","Cc!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-07-18","35","27","aOA!NaA!NOoOe","OYITE¢Ggo","D!OU3"
"2012-07-19","35","27","aOA","OYITE¢Ggo","D!OU3"
"2012-07-20","36","28","aOA","OYITE¢Ggo","D!OU3"
"2012-07-21","32","26","D!Oe","OYITE¢Ggo","D!OU3"
"2012-07-22","33","26","D!Oe","OYITE¢Ggo","D!OU3"
"2012-07-23","33","27","ODOe","OYITE¢Ggo","D!OU3"
"2012-07-24","35","27","aOA","OYITE¢Ggo","D!OU3"
"2012-07-25","31","26","ODOe","OYITE¢Ggo","D!OU3"
"2012-07-26","35","27","aOA!NaA!NOoOe","OYITE¢Ggo","D!OU3"
"2012-07-27","32","26","aOA!NaD!Oe","OYITE¢Ggo","D!OU3"
"2012-07-28","36","27","aOA","OYITE¢Ggo","D!OU3"
"2012-07-29","32","25","D!Oe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-07-30","35","27","OoOe!NaODOe","OYITE¢Ggo","4-5"
"2012-07-31","27","25","ODOe!Na!OcOe","OYITE¢Ggo","D!OU3"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2013-07-01","31","26","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-02","30","27","D!Oe!NaOo","OYITE¢Ggo","D!OU3"
"2013-07-03","31","26","Oo","OYITE¢Ggo","D!OU3"
"2013-07-04","31","27","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-07-05","36","27","aOA!NaOoOe","OYITE¢Ggo","D!OU3"
"2013-07-06","30","27","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-07-07","30","26","aOA!NaODOe","OYITE¢Ggo","D!OU3"
"2013-07-08","30","26","D!Oe!NaaOA","OYITE¢Ggo","D!OU3"
"2013-07-09","30","26","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-10","31","26","aOA!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-07-11","29","24","D!Oe!Na!OcOe","OYITE¢Ggo","D!OU3!Na6-7"
"2013-07-12","32","25","!|o!OcOe!Na!OcOe","OYITE¢Ggo","4-5!Na3-4"
"2013-07-13","31","26","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-14","31","26","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-15","31","27","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-16","31","24","aOA","OYITE¢Ggo","D!OU3"
"2013-07-17","30","27","Oo!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-07-18","29","27","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-19","29","27","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-20","31","25","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-21","32","25","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-22","31","26","Cc!NaOo","OYITE¢Ggo","D!OU3"
"2013-07-23","31","26","aOA!NaOo","OYITE¢Ggo","D!OU3"
"2013-07-24","30","26","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-25","31","27","D!Oe","OYITE¢Ggo","D!OU3"
"2013-07-26","30","27","ODOe!NaD!Oe","OYITE¢Ggo","D!OU3"
"2013-07-27","31","26","D!Oe!NaaOA","OYITE¢Ggo","D!OU3"
"2013-07-28","31","26","Oo","OYITE¢Ggo","D!OU3"
"2013-07-29","31","26","D!Oe!NaaOA","OYITE¢Ggo","D!OU3"
"2013-07-30","31","26","D!Oe!NaaOA","OYITE¢Ggo","D!OU3"
"2013-07-31","31","26","Cc!NaD!Oe","OYITE¢Ggo","D!OU3"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2011-08-01","35","27","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-02","36","27","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-03","35","27","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-04","35","25","D!Oe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-05","31","25","OoOe~!|oOe","IT3ODo!PcIo~!O!O!Pc","I¢FF!Pc~3-4"
"2011-08-06","33","26","ODOe~OoOe","!O!O!Pc~I!OAI!Pc","4-5"
"2011-08-07","34","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-08","35","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-09","35","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-10","34","26","A!NOoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-11","35","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-12","35","26","aOA~A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-13","35","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-14","35","26","A!NOoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-15","35","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-16","35","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-17","35","26","aOA~Cc","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-18","35","26","Cc~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-19","36","27","Cc","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-20","36","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-21","36","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-22","34","26","A!NOoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-23","34","26","aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-24","34","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-25","34","26","A!NOoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-26","32","26","A!NOoOe~aOA","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-27","34","27","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-28","32","26","D!Oe","IT3ODo!PcIo","I¢FF!Pc"
"2011-08-29","30","26","!|oOe","!Pc~AI!Pc","6-7"
"2011-08-30","31","26","!|oOe","I!OAI!Pc","4-5"
"2011-08-31","33","27","OoOe","IT3ODo!PcIo","I¢FF!Pc"
"EOAU","!Ni!MsAoIA","!Ni¢GgIAoIA","IiAo","!PcIo","!PcA|"
"2012-08-01","28","26","!OcOe","OYITE¢Ggo","3-4!NaD!OU3"
"2012-08-02","32","27","!|oOe!NaODOe","OYITE¢Ggo","D!OU3"
"2012-08-03","31","26","D!Oe","OYITE¢Ggo","D!OU3"
"2012-08-04","32","27","D!Oe","OYITE¢Ggo","D!OU3"
"2012-08-05","33","26","D!Oe","OYITE¢Ggo","D!OU3"
"2012-08-06","30","28","D!Oe!Na!|oOe","OYITE¢Ggo","D!OU3"
"2012-08-07","33","28","Oo!Na!OcOe","OYITE¢Ggo","D!OU3"
"2012-08-08","31","25","D!Oe","OYITE¢Ggo","D!OU3"
"2012-08-09","31","26","D!Oe","OYITE¢Ggo","D!OU3"
